VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2024-05-01 12:10:41,2024-05-01 12:24:29,N,1.0,75,42,2.0,1.88,14.2,0.0,0.5,0.0,0.0,,1.0,15.7,2.0,1.0,0.0
2,2024-05-01 12:12:27,2024-05-01 12:32:05,N,1.0,95,258,3.0,2.19,18.4,0.0,0.5,0.0,0.0,,1.0,19.9,2.0,1.0,0.0
2,2024-05-01 11:41:36,2024-05-01 11:50:47,N,1.0,74,41,1.0,1.09,10.0,0.0,0.5,2.3,0.0,,1.0,13.8,1.0,1.0,0.0
2,2024-05-01 12:16:21,2024-05-01 12:38:41,N,1.0,166,48,1.0,4.47,26.8,0.0,0.5,6.21,0.0,,1.0,37.26,1.0,1.0,2.75
1,2024-05-01 12:09:16,2024-05-01 12:47:21,N,1.0,142,82,1.0,0.0,31.5,0.0,1.5,0.0,0.0,,1.0,33.0,1.0,1.0,0.0
2,2024-05-01 12:58:43,2024-05-01 13:24:28,N,1.0,75,244,2.0,4.18,24.0,0.0,0.5,5.1,0.0,,1.0,30.6,1.0,1.0,0.0
2,2024-05-01 12:32:10,2024-05-01 12:49:27,N,1.0,74,238,1.0,2.6,17.0,0.0,0.5,0.0,0.0,,1.0,18.5,2.0,1.0,0.0
2,2024-05-01 12:15:17,2024-05-01 12:27:44,N,1.0,75,41,5.0,1.64,12.8,0.0,0.5,0.72,0.0,,1.0,15.02,1.0,1.0,0.0
2,2024-05-01 12:20:22,2024-05-01 12:38:04,N,1.0,75,162,1.0,2.15,17.0,0.0,0.5,0.0,0.0,,1.0,21.25,2.0,1.0,2.75
2,2024-05-01 12:51:05,2024-05-01 12:54:46,N,1.0,166,152,1.0,0.47,5.8,0.0,0.5,0.0,0.0,,1.0,7.3,2.0,1.0,0.0
1,2024-05-01 12:48:42,2024-05-01 12:52:20,N,5.0,166,166,2.0,0.0,37.0,0.0,0.0,0.0,0.0,,0.0,37.0,1.0,2.0,0.0
2,2024-05-01 12:17:25,2024-05-01 12:24:59,N,1.0,41,75,1.0,1.07,8.6,0.0,0.5,0.9,0.0,,1.0,11.0,1.0,1.0,0.0
